git_commit_hash,git_repo_hash,git_repo_url,cve_ids
4891c4d8742b9dabd67e7250840e3434865aebed,3ca721eaeba511dcc62b05bdeafba1adf5b720faa2f17873d419bd2038bfed0c,https://github.com/Pligg/pligg-cms.git,CVE-2014-9096
3d32e4dbe71374a6780eaf51d719d76f9a9bf22f,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2014-8369
7e9060c109b928769a664dbcc2c17bd21231b6f3,a0ccdae7ae0510fd9ced6afee62d2f2015da92ab17653ca27e77adef85103a5c,https://github.com/jquery/jquery-ui.git,CVE-2010-5312
06c8173eb92bbfc03a0fe8bb64315857d0badd06,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2015-2672
b65574bef233474e915fdf18614aa211e31cc6c2,664c2de6ab2e140bf801791398fcdce56983363f584deb235f380c368a519ea0,https://github.com/sgminer-dev/sgminer.git,CVE-2014-4501
dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2011-4324
35b5728,647c905cb39202a0ef0a91591dfbe714a361c73256250a114c7c398343b82ef7,git://git.drupal.org/project/search_api.git,CVE-2013-0181
243d516cea9d3caa5a8267b12d2f577dcb24193b,0683875246280a50b00d346b092ec1ac4f9778260c6dd2b96d02ca3865ec3a9d,https://github.com/openstack/nova.git,CVE-2013-0208
223b02d923ecd7c84cf9780bb3686f455d279279,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2014-9715
60e4af06161d91d5aeaa04c7d6e9f4345a6acdd4,c844cad0aa21b2636be0d5d63820d8c4eb1c95e48b87b252890e542013087071,https://portland.source.codeaurora.org/quic/la/kernel/msm,CVE-2013-6123
4d024ac10f964f6bd372ae0dd14f02772a6e5f63,ae21b87f5e790ead78ca03bf4330034ff8feb7a6463f41e8e4b6ab97f3890657,git://anongit.freedesktop.org/xorg/lib/libXfont,CVE-2013-6462
101545f6fef4a0a3ea8daf0b5b880df2c6a92a69,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2010-1084
5e7b9ec688d79e7b16ec7064e1d37e8481a31e72,307f7bfe4385c91540045ed15998c6807545d15bef544fbe63148664a471924f,https://github.com/bblanchon/ArduinoJson.git,CVE-2015-4590
1550c6ecd7204f9579fcbb09ec7089e01b0771e2,c019cc1891f54a18294731b912791f5ede329337269d52d0f2cde5155816a9ad,https://github.com/horde/horde.git,CVE-2012-5565
d35690beda1429544d46c8eb34b2e3a8c37ab299,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2007-1592
d2dc9481d2af25b035778c67eaf0bfd2d2c59dd8,79f51fcdb563acbbc6b6eb7206e852f925ebf687053186fbd38ba929e523952b,https://github.com/phpmyadmin/phpmyadmin.git,CVE-2016-5098
2690d97ade05c5325cbf7c72b94b90d265659886,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2014-1690
d52fc5dde171f030170a6cb78034d166b13c9445,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2012-2123
76597cd31470fa130784c78fadb4dab2e624a723,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2011-3637
f228601de45c5b53241b103af6616453c50885a5,defa80ca7abbb9a357d97d8b5377adc4f0b29a547c2b87b5778e81d80e41e3f4,https://github.com/erlang/otp.git,CVE-2011-0766
c9f65df37a151821eb88ddd1dc404b83e52c52d5,a8b45a6da3fb28e25be034ede9288960c8a2bca1ba2292a3c64fa894292472b4,https://github.com/rack/rack.git,CVE-2012-6109
77c8c3d,02ddab047d20010acf60f3d06d2e14707d8684310f9bbe39ed8b1a58b84e6b2d,git://git.drupal.org/project/tracking_code.git,CVE-2015-4362
52f91c3723932f8340fe36c8ec8b18a757c37b2b,9aacd5458def8c0abdd241cb9acbbc45d118885c781ada0b92febd4d1e72d707,git://git.qemu.org/qemu.git,CVE-2013-4540
5f5bc6b1e2d5a6f827bc860ef2dc5b6f365d1339,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2014-9710
726812fa2fa7ce16bcf58f6e115f65427a1c0950,0b101ae4feb83a669d61190af2010214124be7177184f1814f639036a2cf466c,https://github.com/ImageMagick/ImageMagick.git,CVE-2016-4564;CVE-2016-4563;CVE-2016-4562
eca0f067068020870a429fe91f6329e499390d55,7f96e6af07468e804b0e9a6b5f05c5ee2c7d431a595002297224c491f347d825,git://git.sv.gnu.org/freetype/freetype2.git,CVE-2014-9657
b4789b8e6be3151a955ade74872822f30e8cd914,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2013-6380
c4caa778157dbbf04116f0ac2111e389b5cd7a29,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2010-0291
0b79459b482e85cb7426aa7da683a9f2c97aeae1,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2013-1797
8756624acb1e090b45baf07b2a8d0ebde114000e,a87a42f89223ff5ef8db7b25b8ddec9f1844371094a373d71397549657ea0a57,https://source.codeaurora.org/quic/la/kernel/msm-3.10,CVE-2014-9899
89d7ae34cdda4195809a5a987f697a517a2a3177,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2013-0310
0654894,e801295d2ddbfac4c5a0798b5761c5bac0d5cc2bf77cd185ad8325bf751740fa,git://git.drupal.org/project/contact_save.git,CVE-2012-2075
7e01d48cfd168c3dfc663f03a3b6a98e0ecba328,7e346d34f38c74b322fa05834319e15e2c485c497256deef4aa639c40d5a6a1e,git://git.libav.org/libav.git,CVE-2016-3062
96a2d41a3e495734b63bff4e5dd0112741b93b38,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2007-5501
248385c606620b29ecc96ca9d3603463f879652b,7a8a1b12d872884e98af7c1587db8b6eb407bbedd58d7304ebe9ae2f429d3ac7,https://github.com/openssl/openssl.git,CVE-2014-3571
467c81f9736b1ebc8d4ba70f9221bba02425ca10,fbd097d27158a035abed1b4a67a95fa3de757305f1d1fa3f59f1dd6e685f8198,https://source.codeaurora.org/quic/la/kernel/msm-3.18,CVE-2016-3938
4c0c03ca54f72fdd5912516ad0a23ec5cf01bda7,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2010-2524
0067bd8a55862ac9dd212bd1c4f6f5bff1ca1301,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2010-0291
4b0faa90fa8b9e1776c86db716894dcd7e6b4834,342e82868a1945564c700ca380f767f11d2f009da8d85ca9f82c7cd519107ddc,https://github.com/bigtreecms/BigTree-CMS.git,CVE-2013-5313;CVE-2013-4881
e38aae66c785f08f3907aa121378caf71ca5f2d7,bff964dc483ca3649c9d7f7d2e81eafcafaf1d28dd9469da8c7c36515509c866,https://github.com/exponentcms/exponent-cms.git,CVE-2016-9286
ef16f88f20254b8083e361f11707da25f8482401,2b6e0485ce3ea071109d8d4712c75889c34fd2837a4b08349513e21346e76c83,https://github.com/rackerlabs/openstack-guest-agents-windows-xenserver.git,CVE-2013-6795
96e0aa35653ec0c66084a7e9343465e16c1f769b,79f51fcdb563acbbc6b6eb7206e852f925ebf687053186fbd38ba929e523952b,https://github.com/phpmyadmin/phpmyadmin.git,CVE-2016-5730
f67f4ad,535bf87bc2b7ceb8b8b69d7074cf6307cadbe4bf032f63b07b46076b167910b8,https://github.com/ushahidi/Ushahidi_Web.git,CVE-2012-3473
fe5063ec5ad1873039ea719eb1f137c8f3bda84b,328101e6d0bdd0bdf508719b4070fbca653da27925e9f6190b228c4844d35532,https://git.videolan.org/git/vlc.git,CVE-2014-9743
fa8b18edd752a8b4e9d1ee2cd615b82c93cf8bba,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2012-0038
0f764a1720a3a68fd2842e21377c8bfad6d7126f,07f631caab79ae3cec2b1d396ee2239183a9e42707be3c331640a0dd86aee88f,https://github.com/svenfuchs/safemode.git,CVE-2016-3693
9842df62004f366b9fed2423e24df10542ee0dc5,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2016-3713
ca4da5dd1f99fe9c59f1709fb43e818b18ad20e0,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2015-1333
2fca425d781572393fbe51abe2e27a932d24a768,a87a42f89223ff5ef8db7b25b8ddec9f1844371094a373d71397549657ea0a57,https://source.codeaurora.org/quic/la/kernel/msm-3.10,CVE-2016-3902
db27ebb111e9f69efece08e4cb6a34ff980f8896,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2015-2042
410cfa95f0a1cf58819cbfbd896f9aa45b004ac0,fbd097d27158a035abed1b4a67a95fa3de757305f1d1fa3f59f1dd6e685f8198,https://source.codeaurora.org/quic/la/kernel/msm-3.18,CVE-2016-2067
7dbd715,135c89132528577d57ea7273456082aae99a65228d43da80a0d9b3935675149d,git://git.drupal.org/project/mixpanel.git,CVE-2012-5585
8bb11c3ca77b52e05a9ed1496a65f8a76e6e2d8f,e12c22280c2ab949946317f697028670f839b7ec090ac3675763721e4fc138d2,https://github.com/FFmpeg/FFmpeg.git,CVE-2013-7016
5ebff5337594d690b322078c512eb222d34aaa82,780cb792ea16c8cca27318ddfcf5af3616bcd3cb12161393d789dd4cc0880668,git://anongit.freedesktop.org/systemd/systemd,CVE-2012-1174
0597d1b99fcfc2c0eada09a698f85ed413d4ba84,a638b9d8b0cc462574084db432b69bcd3cc025f324a3a863b80111807afc1d92,git://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2010-3874
de1f070,9961a727e238173ba355298c2368c383cdb2e8edb414a7fbe205fcdab609f351,https://github.com/silverstripe/sapphire.git,CVE-2011-4961
cf1ec146f7c6acdc6697032b3aaafc68ffacdcac,6eebcea858997cbdc644bb78b5d1766cb48085da3e65195e70d41a25477e9dc8,https://github.com/mono/mono.git,CVE-2010-4254
38eae571111db3b43ffdeb05487c9f60551906fb,1d542e1f3577f21ce044977d4476aee4dce5f86698a7389d2027afefcd414a2c,git://git.gnome.org/libxml2,CVE-2016-1835
297161e29a3e11186ce4c02bf7defc088bf544d4,edd20d0dcc7b6f24dfe1c6d2d69920553d531148adc29150d39c26ff8f302657,https://github.com/rails/rails-html-sanitizer.git,CVE-2015-7578
c21beaf1780cf3ca291735ae7d58a3dde63277a2,150262c8bd916ced335183a4a09a9beffd95a08acc25c4082218c4ee24467794,git://git.enlightenment.org/legacy/imlib2.git,CVE-2014-9763
2febc839133280d5a5e8e1179c94ea674489dae2,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2014-3611
b8ccc2a6add29823a0ff0492fc50372449007e7b,b3161cfaf5843ccfb3a116cc080d64eb368bb54430c475633146734d37c667b3,https://code.wireshark.org/review/p/wireshark.git,CVE-2015-3812
38fa1191049ac0c626a6684eea52068dfbbb5078,79f51fcdb563acbbc6b6eb7206e852f925ebf687053186fbd38ba929e523952b,https://github.com/phpmyadmin/phpmyadmin.git,CVE-2016-2560
c582abae,78a539f08b92f2b82691c3315603428332be42bfc26dd2dae343b3b13d2135f2,git://repo.or.cz/git.git,CVE-2008-5516
c2183d1e9b3f313dd8ba2b1b0197c8d9fb86a7ae,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2011-3353
cc96def76dfd18fba88575065b29f2ae9191fafa,99ef7c955decc75061d5bbad053b5d4173b65ac7314b3657a163fd4e18830065,https://source.codeaurora.org/quic/la/kernel/msm,CVE-2016-3854
5eb1cec34f013fdcb559b66bc401f2845ce0bbb7,97881f79058d187dfbd80bc2f53aa833c24cc5f7a53fdb2d1b834a211d864e1b,git://git.moodle.org/moodle.git,CVE-2011-4309
256df2f3879efdb2e9808bdb1b54b16fbb11fa38,688aba50d16120480693f13ad37259c9bc84d93596388234a08d3098744f4b0e,https://github.com/torvalds/linux.git,CVE-2014-3535
8f1457864be8fb9653643519dea1c6492f1dde57,35c9bf1765760d0f1b94fc8839e693569e5bda6ed4de52cab9631f66f18b0c37,https://git.videolan.org/git/ffmpeg.git,CVE-2014-8547
